time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-07-11T17:55:31.910Z,37.5463333,-118.8873367,0.61,1.09,md,8,194,0.06359,0.03,nc,nc72834376,2017-07-11T18:03:03.797Z,"13km SSE of Mammoth Lakes, California",earthquake,0.95,6.53,0.13,11,automatic,nc,nc
2017-07-11T17:49:56.410Z,19.1943333,-155.455,33.813,1.64,md,15,122,0.0393,0.06,hv,hv61831141,2017-07-12T00:53:28.250Z,"2km ESE of Pahala, Hawaii",earthquake,0.94,1.24,0.068,9,reviewed,hv,hv
2017-07-11T17:43:19.162Z,61.5424,-149.7319,50.9,1.6,ml,,,,0.15,ak,ak16328391,2017-07-11T17:48:10.112Z,"7km WNW of Knik-Fairview, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-07-11T17:36:30.490Z,18.9201667,-155.3055,13.174,1.85,ml,15,246,0.277,0.1,hv,hv61831136,2017-07-12T01:17:20.810Z,"36km SSE of Pahala, Hawaii",earthquake,1.55,0.79,0.041,1,reviewed,hv,hv
2017-07-11T17:22:44.450Z,46.905,-112.5333333,13.28,1.41,ml,13,128,0.026,0.14,mb,mb80229874,2017-07-12T21:46:47.820Z,"12km ESE of Lincoln, Montana",earthquake,0.51,0.51,0.141,5,reviewed,mb,mb
2017-07-11T17:22:24.970Z,37.2527,-97.968,10.21,3.3,mb_lg,,68,0.026,0.5,us,us100098wc,2017-07-12T14:15:02.004Z,"6km SE of Harper, Kansas",earthquake,1.6,2.3,0.048,115,reviewed,us,us
2017-07-11T17:19:21.980Z,18.9233333,-155.306,12.414,1.71,ml,12,256,0.274,0.1,hv,hv61831131,2017-07-12T01:00:05.330Z,"36km SSE of Pahala, Hawaii",earthquake,1.89,0.83,0.057,1,reviewed,hv,hv
2017-07-11T17:05:59.230Z,46.8675,-112.532,10.89,1.72,ml,22,71,0.051,0.14,mb,mb80229859,2017-07-12T21:53:25.920Z,"14km SE of Lincoln, Montana",earthquake,0.28,0.59,0.253,6,reviewed,mb,mb
2017-07-11T17:01:52.800Z,37.3936667,-114.1048333,7.55,2.14,ml,10,123,0.2823,0.11,uu,uu60214507,2017-07-12T16:05:08.871Z,"39km WSW of Enterprise, Utah",earthquake,0.53,1.04,0.293,4,reviewed,uu,uu
2017-07-11T17:01:09.160Z,46.8608333,-112.5341667,11.5,1.49,ml,15,72,0.058,0.14,mb,mb80229854,2017-07-12T22:00:33.150Z,"15km SE of Lincoln, Montana",earthquake,0.44,0.68,0.242,6,reviewed,mb,mb
2017-07-11T16:50:20.078Z,60.4487,-147.3837,14.7,1.6,ml,,,,0.67,ak,ak16328168,2017-07-11T16:54:49.931Z,"79km ESE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-11T16:45:07.969Z,60.5848,-142.8012,9.2,2,ml,,,,0.72,ak,ak16328162,2017-07-11T16:49:08.771Z,"61km NNW of Cape Yakataga, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-07-11T16:38:10.560Z,46.8838333,-112.5198333,11.89,1.28,ml,11,100,0.033,0.12,mb,mb80229849,2017-07-12T22:05:40.480Z,"14km ESE of Lincoln, Montana",earthquake,0.5,0.7,0.036,4,reviewed,mb,mb
2017-07-11T16:34:25.670Z,46.8628333,-112.5273333,11.84,1.61,ml,13,66,0.054,0.16,mb,mb80229844,2017-07-12T22:10:17.390Z,"15km SE of Lincoln, Montana",earthquake,0.53,0.72,0.281,4,reviewed,mb,mb
2017-07-11T16:29:13.400Z,37.4778328,-118.8338318,2.14,1.37,md,14,178,0.08977,0.04,nc,nc72834271,2017-07-11T18:06:02.802Z,"22km SSE of Mammoth Lakes, California",earthquake,0.52,1.34,0.18,13,automatic,nc,nc
2017-07-11T16:28:53.240Z,19.2433338,-155.4091644,32.31,2.01,md,42,92,0.01245,0.23,hv,hv61831091,2017-07-11T16:32:08.550Z,"8km ENE of Pahala, Hawaii",earthquake,0.63,0.74,0.21,9,automatic,hv,hv
2017-07-11T15:55:20.620Z,46.8531667,-112.5258333,13.13,1.55,ml,12,93,0.063,0.18,mb,mb80229824,2017-07-12T22:14:51.240Z,"16km SE of Lincoln, Montana",earthquake,0.48,0.95,0.18,4,reviewed,mb,mb
2017-07-11T15:43:45.788Z,61.5513,-146.4102,15.9,2.6,ml,,,,0.84,ak,ak16328051,2017-07-11T15:57:59.236Z,"46km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-11T15:41:42.029Z,65.6416,-143.7209,0,1.6,ml,,,,0.63,ak,ak16328049,2017-07-11T15:46:45.385Z,"25km SE of Circle, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-11T15:40:14.310Z,-22.3296,-68.3956,143.36,4.5,mb,,56,0.553,1.03,us,us100098v6,2017-07-11T16:40:22.040Z,"57km ENE of Calama, Chile",earthquake,6.8,6.4,0.192,8,reviewed,us,us
2017-07-11T15:32:58.590Z,46.8656667,-112.5286667,11.53,1.07,ml,14,68,0.052,0.12,mb,mb80229819,2017-07-12T22:20:31.200Z,"15km SE of Lincoln, Montana",earthquake,0.37,0.63,0.206,4,reviewed,mb,mb
2017-07-11T15:31:13.110Z,37.5131667,-118.815,0.27,1.03,md,11,294,0.07754,0.03,nc,nc72834171,2017-07-12T16:21:04.735Z,"20km SE of Mammoth Lakes, California",earthquake,3.01,31.61,0.052,8,reviewed,nc,nc
2017-07-11T15:22:56.410Z,38.8063316,-122.73983,1.31,0.98,md,14,85,0.01327,0.04,nc,nc72834156,2017-07-11T16:15:04.477Z,"2km SW of Cobb, California",earthquake,0.28,0.6,0.14,6,automatic,nc,nc
2017-07-11T15:05:27.810Z,-41.7408,174.2335,15.4,4.3,mb,,71,0.016,0.73,us,us100098uw,2017-07-11T16:17:11.040Z,"34km SE of Blenheim, New Zealand",earthquake,3,4.7,0.188,8,reviewed,us,us
2017-07-11T15:04:09.136Z,36.1783,-115.7227,4.7,1.8,ml,,,,0.2234,nn,nn00595415,2017-07-12T22:21:33.449Z,"23km E of Pahrump, Nevada",earthquake,1.52,1.8,0.22,20,reviewed,nn,nn
2017-07-11T14:29:03.409Z,36.7708,-115.8892,4.3,1,ml,30,110.7,0.174,0.1683,nn,nn00595414,2017-07-12T02:37:56.559Z,"62km N of Pahrump, Nevada",earthquake,,1.6,0.41,18,reviewed,nn,nn
2017-07-11T14:25:06.364Z,68.9536,-145.3144,19.5,2.2,ml,,,,0.7,ak,ak16327954,2017-07-11T14:32:42.724Z,"92km N of Arctic Village, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-07-11T14:16:21.200Z,36.0623333,-117.697,2.01,2.09,ml,16,107,0.06658,0.25,ci,ci37395893,2017-07-11T18:54:43.739Z,"23km E of Coso Junction, CA",earthquake,0.4,0.59,0.057,5,reviewed,ci,ci
2017-07-11T14:16:14.000Z,36.054,-117.7021667,0.67,2.23,ml,32,53,0.05865,0.13,ci,ci37699967,2017-07-11T18:48:49.920Z,"22km E of Coso Junction, CA",earthquake,0.12,0.21,0.183,44,reviewed,ci,ci
2017-07-11T14:07:11.730Z,46.8686667,-112.537,10.65,1.12,ml,13,92,0.052,0.14,mb,mb80229779,2017-07-12T22:26:07.810Z,"14km SE of Lincoln, Montana",earthquake,0.42,0.81,0.263,4,reviewed,mb,mb
2017-07-11T13:55:35.860Z,46.8161,-112.55,5,3,ml,,53,0.103,0.47,us,us100098ut,2017-07-12T22:52:29.220Z,"18km SSE of Lincoln, Montana",earthquake,1.6,2,0.057,40,reviewed,us,us
2017-07-11T13:51:08.350Z,46.8821667,-112.5115,14.91,2.37,ml,23,62,0.032,0.18,mb,mb80229764,2017-07-12T22:57:40.340Z,"15km ESE of Lincoln, Montana",earthquake,0.44,0.34,0.295,12,reviewed,mb,mb
2017-07-11T13:35:57.600Z,46.1565,142.9446,340.63,5,mb,,114,0.812,0.87,us,us100098sf,2017-07-11T14:48:04.040Z,"54km SSE of Korsakov, Russia",earthquake,8.5,4.9,0.022,667,reviewed,us,us
2017-07-11T13:31:22.740Z,18.9083333,-155.3003333,11.874,2.14,ml,32,249,0.2895,0.1,hv,hv61830946,2017-07-11T17:42:33.990Z,"37km SSE of Pahala, Hawaii",earthquake,1.17,0.62,0.024,1,reviewed,hv,hv
2017-07-11T13:28:36.216Z,58.2949,-154.9777,1.4,1.5,ml,,,,0.37,ak,ak16327930,2017-07-11T13:35:44.277Z,"102km NW of Larsen Bay, Alaska",earthquake,,1.5,,,automatic,ak,ak
2017-07-11T13:27:23.900Z,37.7845001,-121.9625015,21.25,1.72,md,10,93,0.1161,0.05,nc,nc72834096,2017-07-11T14:24:02.224Z,"1km ENE of San Ramon, California",earthquake,0.62,1.41,0.28,6,automatic,nc,nc
2017-07-11T13:24:18.790Z,34.374,-116.9353333,-1.72,0.95,ml,15,122,0.08558,0.26,ci,ci37699943,2017-07-12T17:41:25.295Z,"8km SSE of Lucerne Valley, CA",quarry blast,0.82,31.61,0.104,3,reviewed,ci,ci
2017-07-11T13:14:44.110Z,46.9086667,-112.5238333,10.43,1.56,ml,16,115,0.019,0.17,mb,mb80229744,2017-07-12T23:03:47.690Z,"13km ESE of Lincoln, Montana",earthquake,0.47,0.59,0.131,6,reviewed,mb,mb
2017-07-11T13:09:39.170Z,48.5061667,-119.5731667,0.51,1.53,ml,8,254,0.5383,0.33,uw,uw61281167,2017-07-11T16:38:07.460Z,"11km NNW of Omak, Washington",earthquake,4.75,2.19,0.067,6,reviewed,uw,uw
2017-07-11T13:07:47.200Z,18.9243333,-155.3113333,13.014,1.9,ml,23,245,0.2705,0.11,hv,hv61830926,2017-07-11T18:10:26.870Z,"35km SSE of Pahala, Hawaii",earthquake,1.64,0.71,,1,reviewed,hv,hv
2017-07-11T13:05:28.871Z,61.449,-152.2762,3.8,1.2,ml,,,,0.5,ak,ak16327846,2017-07-11T13:13:20.698Z,"99km NNW of Nikiski, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-11T12:59:09.535Z,61.7253,-153.9341,2.7,1.1,ml,,,,0.24,ak,ak16327845,2017-07-11T13:04:39.258Z,"152km NNW of Redoubt Volcano, Alaska",earthquake,,1,,,automatic,ak,ak
2017-07-11T12:57:48.200Z,19.2018333,-155.4716667,36.237,2.42,md,53,93,0.04705,0.11,hv,hv61830921,2017-07-11T17:55:15.810Z,"0km ESE of Pahala, Hawaii",earthquake,0.45,0.74,0.156,22,reviewed,hv,hv
2017-07-11T12:45:08.570Z,37.534668,-118.8874969,0.91,1.14,md,11,203,0.07216,0.02,nc,nc72834071,2017-07-11T13:59:03.163Z,"14km SSE of Mammoth Lakes, California",earthquake,0.69,4.07,0.15,10,automatic,nc,nc
2017-07-11T12:39:14.210Z,37.5185013,-118.9035034,-0.95,1.08,md,14,220,0.0927,0.32,nc,nc72834061,2017-07-11T13:33:03.104Z,"15km SSE of Mammoth Lakes, California",earthquake,1.96,16.33,0.14,12,automatic,nc,nc
2017-07-11T12:34:10.360Z,46.9188333,-112.5266667,10.71,2.92,ml,33,58,0.021,0.22,mb,mb80229734,2017-07-12T23:07:55.180Z,"12km ESE of Lincoln, Montana",earthquake,0.37,0.34,0.252,19,reviewed,mb,mb
2017-07-11T12:28:59.650Z,37.5358315,-118.8874969,1.22,0.98,md,11,201,0.07127,0.02,nc,nc72834056,2017-07-11T12:35:01.961Z,"14km SSE of Mammoth Lakes, California",earthquake,0.64,3.53,0.12,10,automatic,nc,nc
2017-07-11T12:14:13.684Z,62.507,-151.0306,81.1,1.3,ml,,,,0.41,ak,ak16327824,2017-07-11T12:19:02.284Z,"51km WNW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-07-11T12:11:12.930Z,-10.1011,118.2175,54.43,4.4,mb,,113,4.225,0.8,us,us100098s5,2017-07-11T12:30:40.040Z,"103km WSW of Dinjo, Indonesia",earthquake,7.1,7.2,0.103,27,reviewed,us,us
2017-07-11T12:09:17.890Z,0.6391,-79.7269,33.58,5.3,mb,,80,1.336,1.14,us,us100098s3,2017-07-12T22:35:50.697Z,"32km S of Propicia, Ecuador",earthquake,5.2,4.9,0.025,531,reviewed,us,us
2017-07-11T11:57:12.405Z,62.9081,-151.321,32.3,1.5,ml,,,,0.8,ak,ak16327745,2017-07-11T12:05:09.944Z,"90km NW of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2017-07-11T11:55:15.759Z,60.1711,-141.1145,8,1.5,ml,,,,1,ak,ak16327744,2017-07-11T11:59:28.820Z,"74km E of Cape Yakataga, Alaska",earthquake,,1.7,,,automatic,ak,ak
2017-07-11T11:52:35.940Z,18.5526,-68.1938,105,2.84,md,4,196,0.1915,0.15,pr,pr2017192006,2017-07-11T17:02:57.743Z,"22km E of Punta Cana, Dominican Republic",earthquake,12.01,1.42,0.56,3,reviewed,pr,pr
2017-07-11T11:50:20.730Z,37.5061684,-118.9908371,1.76,1.82,md,25,111,0.1062,0.04,nc,nc72834036,2017-07-11T12:40:02.966Z,"15km S of Mammoth Lakes, California",earthquake,0.26,1.17,0.14,21,automatic,nc,nc
2017-07-11T11:46:40.574Z,63.1363,-150.6445,116.8,1.6,ml,,,,0.64,ak,ak16327739,2017-07-11T11:55:18.000Z,"89km WSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-07-11T11:41:08.490Z,34.3133333,-116.9793333,4.08,1.39,ml,60,40,0.06016,0.15,ci,ci37699871,2017-07-11T17:25:30.230Z,"10km NW of Big Bear Lake, CA",earthquake,0.15,0.29,0.107,51,reviewed,ci,ci
2017-07-11T11:23:25.290Z,51.1598,-179.9355,17.3,2.6,ml,,,,0.51,ak,ak16327737,2017-07-11T16:22:23.547Z,"58km W of Amatignak Island, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-07-11T11:21:27.080Z,19.2371674,-155.4101715,32.89,1.75,md,43,124,0.01198,0.18,hv,hv61830741,2017-07-11T11:24:40.450Z,"8km ENE of Pahala, Hawaii",earthquake,0.54,0.71,0.12,4,automatic,hv,hv
2017-07-11T11:20:52.900Z,46.9166667,-112.53,11.64,1.31,ml,12,134,0.023,0.14,mb,mb80229699,2017-07-12T23:35:59.930Z,"12km ESE of Lincoln, Montana",earthquake,0.45,0.5,0.173,4,reviewed,mb,mb
2017-07-11T11:14:36.550Z,47.5761667,-122.74,15,1.53,ml,16,63,0.04299,0.19,uw,uw61281147,2017-07-11T14:47:20.710Z,"3km SW of Erlands Point-Kitsap Lake, Washington",earthquake,0.66,0.49,0.315,10,reviewed,uw,uw
2017-07-11T11:12:01.710Z,46.9083333,-112.539,12.65,2,ml,19,115,0.029,0.15,mb,mb80229689,2017-07-12T23:32:54.500Z,"12km ESE of Lincoln, Montana",earthquake,0.44,0.47,0.258,9,reviewed,mb,mb
2017-07-11T10:43:47.820Z,36.0511667,-89.817,9.91,1.56,md,15,80,0.07019,0.05,nm,nm60174507,2017-07-11T12:51:24.880Z,"3km SSE of Steele, Missouri",earthquake,0.25,0.58,0.17,8,reviewed,nm,nm
2017-07-11T10:40:31.470Z,37.6643333,-118.9051666,9.32,1.31,md,8,157,0.02097,0.25,nc,nc72833996,2017-07-11T11:22:03.077Z,"6km ENE of Mammoth Lakes, California",earthquake,1.78,3.13,0.22,9,automatic,nc,nc
2017-07-11T10:30:29.510Z,46.8845,-121.6476667,5.54,2.8,ml,25,106,0.05912,0.13,uw,uw61281132,2017-07-12T22:50:07.588Z,"30km N of Packwood, Washington",earthquake,0.32,0.31,0.225,13,reviewed,uw,uw
2017-07-11T10:14:09.490Z,44.3951667,-122.4295,11.95,1.5,ml,15,87,0.1291,0.4,uw,uw61281127,2017-07-12T05:17:10.270Z,"24km E of Sweet Home, Oregon",earthquake,0.68,3.9,0.176,7,reviewed,uw,uw
2017-07-11T10:12:03.760Z,61.2348,-147.5376,12.9,1.4,ml,,,,1.14,ak,ak16327674,2017-07-11T10:16:54.509Z,"65km W of Valdez, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-07-11T10:07:13.620Z,44.7918333,-111.0251667,9.43,1.75,ml,17,153,0.03521,0.13,uu,uu60214412,2017-07-12T15:05:30.850Z,"15km NNE of West Yellowstone, Montana",earthquake,0.4,0.7,0.17,3,reviewed,uu,uu
2017-07-11T10:04:18.724Z,64.6562,-148.1444,0,1.8,ml,,,,0.82,ak,ak16327662,2017-07-11T10:16:54.230Z,"22km SSW of Ester, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-11T09:53:12.450Z,37.5361667,-119.0186667,2.75,0.96,md,20,149,0.06925,0.05,nc,nc72833981,2017-07-11T22:50:03.800Z,"13km SSW of Mammoth Lakes, California",earthquake,0.33,0.99,0.268,17,reviewed,nc,nc
2017-07-11T09:51:10.940Z,17.988,-68.575,58,3.82,md,20,287,0.5604,0.93,pr,pr2017192004,2017-07-11T12:14:05.040Z,"43km S of Boca de Yuma, Dominican Republic",earthquake,7.63,10.45,0.27,14,reviewed,pr,pr
2017-07-11T09:41:11.227Z,60.3723,-147.3705,9.6,3,ml,,,,0.7,ak,ak16327629,2017-07-11T15:15:31.029Z,"84km ESE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-11T09:38:55.522Z,60.8341,-150.1818,33.9,1.9,ml,,,,0.72,ak,ak16327622,2017-07-11T09:54:10.186Z,"45km SSW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-11T09:30:26.959Z,60.4497,-147.3755,14.6,4.3,ml,,,,0.78,ak,ak16327545,2017-07-12T00:37:33.007Z,"80km ESE of Whittier, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-07-11T09:25:09.549Z,52.3364,-174.4797,179.4,2.8,ml,,,,0.25,ak,ak16327544,2017-07-11T16:08:40.995Z,"24km NW of Atka, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-07-11T09:08:01.050Z,17.9235,-65.7598,18,1.92,md,3,342,0.2703,0.2,pr,pr2017192005,2017-07-11T13:31:04.575Z,"15km ESE of Emajagua, Puerto Rico",earthquake,4.03,1.13,0.31,3,reviewed,pr,pr
2017-07-11T09:05:22.978Z,56.3224,-156.4229,59.1,3,ml,,,,0.5,ak,ak16327536,2017-07-11T09:10:56.955Z,"74km NW of Chirikof Island, Alaska",earthquake,,2.2,,,automatic,ak,ak
2017-07-11T09:03:09.744Z,61.7132,-149.647,28.4,2.4,ml,,,,0.73,ak,ak16327529,2017-07-11T15:20:42.269Z,"10km NNW of Meadow Lakes, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-11T09:00:30.340Z,37.507,-118.9941635,1.67,2.8,md,35,103,0.1041,0.06,nc,nc72833946,2017-07-12T02:37:44.742Z,"16km S of Mammoth Lakes, California",earthquake,0.27,1.19,0.14,34,automatic,nc,nc
2017-07-11T08:54:51.375Z,40.7624,-116.8482,7.8,2.3,ml,7,77.99,0.427,0.1939,nn,nn00595385,2017-07-12T02:37:40.132Z,"15km NNE of Battle Mountain, Nevada",earthquake,,3.9,0.24,6,reviewed,nn,nn
2017-07-11T08:37:35.370Z,36.3049,-96.6605,2.79,2.9,mb_lg,,48,0.067,0.33,us,us100098r6,2017-07-11T15:43:38.121Z,"13km ESE of Pawnee, Oklahoma",earthquake,2.1,6.5,0.068,57,reviewed,us,us
2017-07-11T08:28:44.210Z,37.515667,-118.821167,0.13,1.33,md,8,221,0.0745,0.04,nc,nc72833941,2017-07-11T09:48:02.544Z,"19km SE of Mammoth Lakes, California",earthquake,0.75,3.14,0.17,9,automatic,nc,nc
2017-07-11T08:07:57.049Z,62.7829,-150.6471,91.8,3.2,ml,,,,0.64,ak,ak16327456,2017-07-11T17:51:56.542Z,"58km NNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-11T08:01:21.550Z,48.6951667,-125.5631667,22,2.38,ml,14,196,0.2301,0.38,uw,uw61281117,2017-07-12T05:09:17.110Z,"26km S of Ucluelet, Canada",earthquake,2.49,3.76,0.286,12,reviewed,uw,uw
2017-07-11T07:34:36.898Z,51.6785,-178.4995,6.6,1.3,ml,,,,0.62,ak,ak16327445,2017-07-11T15:56:18.579Z,"33km SW of Tanaga Volcano, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-07-11T07:07:23.410Z,35.7307,-98.0236,2.56,2.3,mb_lg,,34,0.17,0.39,us,us100098qn,2017-07-11T22:34:57.242Z,"4km W of Okarche, Oklahoma",earthquake,1.1,7,0.096,28,reviewed,us,us
2017-07-11T07:02:34.090Z,38.7666664,-122.7148361,1.65,1.42,md,17,67,0.006852,0.04,nc,nc72833876,2017-07-11T09:07:03.444Z,"3km ESE of The Geysers, California",earthquake,0.25,0.33,0.2,8,automatic,nc,nc
2017-07-11T07:00:01.210Z,-49.5461,164.0314,10,6.6,mww,,60,3.823,1.24,us,us100098qm,2017-07-11T20:57:32.040Z,"198km NW of Auckland Island, New Zealand",earthquake,8.2,1.9,,,reviewed,us,us
2017-07-11T06:54:16.211Z,59.7684,-136.6914,0,1.9,ml,,,,0.74,ak,ak16327383,2017-07-11T06:58:57.770Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-11T06:37:44.480Z,18.5696,-66.8876,81,3.02,md,17,214,0.2458,0.19,pr,pr2017192002,2017-07-11T07:10:37.797Z,"10km NNW of Camuy, Puerto Rico",earthquake,1.3,0.73,0.23,15,reviewed,pr,pr
2017-07-11T06:32:41.280Z,35.3131667,-117.9383333,7.93,1.16,ml,25,58,0.08839,0.16,ci,ci37699607,2017-07-11T15:15:01.756Z,"21km NNE of California City, CA",earthquake,0.23,0.78,0.176,19,reviewed,ci,ci
2017-07-11T06:27:46.260Z,43.433,-78.5893333,5,2.52,ml,13,108,0.1642,0.35,ld,ld60138006,2017-07-12T16:21:10.163Z,"14km NE of Olcott, New York",earthquake,0.83,31.61,0.273,14,reviewed,ld,ld
2017-07-11T06:25:34.990Z,38.8413315,-122.875,1.97,1.33,md,17,82,0.005156,0.04,nc,nc72833851,2017-07-11T06:35:02.106Z,"12km ENE of Cloverdale, California",earthquake,0.29,0.4,0.12,4,automatic,nc,nc
2017-07-11T05:56:33.453Z,62.22,-150.1264,10,1.9,ml,,,,0.89,ak,ak16327337,2017-07-11T06:01:00.884Z,"11km S of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-11T05:54:22.811Z,51.7754,178.2991,114.4,3.1,ml,,,,0.36,ak,ak16327334,2017-07-11T15:46:46.011Z,"23km SW of Little Sitkin Island, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-07-11T05:33:42.810Z,48.5436667,-122.6001667,13.37,1.4,ml,13,110,0.2053,0.3,uw,uw61281097,2017-07-12T05:04:37.170Z,"3km NNE of Anacortes, Washington",earthquake,0.54,2.63,0.092,8,reviewed,uw,uw
2017-07-11T05:32:43.620Z,61.0626,-152.4063,111.7,2.3,ml,,,,0.65,ak,ak16327328,2017-07-11T07:43:18.819Z,"66km NNE of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-11T05:30:33.800Z,46.8514,-112.5151,14.12,2.8,ml,,55,0.062,0.32,us,us100098uy,2017-07-11T15:20:29.743Z,"17km SE of Lincoln, Montana",earthquake,1.8,3.9,0.085,18,reviewed,us,us
2017-07-11T05:18:24.170Z,19.1171,-64.7646,29,2.61,md,3,309,0.9611,0.08,pr,pr2017192003,2017-07-11T07:38:14.193Z,"79km NNW of Road Town, British Virgin Islands",earthquake,1.63,9.55,0.38,3,reviewed,pr,pr
2017-07-11T04:57:16.070Z,39.2788315,-123.2696686,2.85,2.08,md,9,135,0.07696,0.02,nc,nc72833816,2017-07-11T07:29:03.194Z,"5km WNW of Redwood Valley, California",earthquake,0.31,2.09,0.14,8,automatic,nc,nc
2017-07-11T04:46:59.560Z,19.4836667,-155.5766667,2.371,1.02,md,13,57,0.0175,0.13,hv,hv61830501,2017-07-12T02:55:09.430Z,"30km E of Honaunau-Napoopoo, Hawaii",earthquake,0.35,0.38,0.237,6,reviewed,hv,hv
2017-07-11T04:45:10.221Z,63.2447,-150.5234,111.9,1.8,ml,,,,0.56,ak,ak16327321,2017-07-11T04:59:02.498Z,"80km W of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-11T04:39:06.080Z,46.8882,-112.5277,8.68,2.2,ml,,93,0.032,0.35,us,us100098wu,2017-07-11T18:44:36.040Z,"13km ESE of Lincoln, Montana",earthquake,1,3.2,0.105,12,reviewed,us,us
2017-07-11T04:16:18.698Z,60.4351,-150.9188,51.4,1.7,ml,,,,0.58,ak,ak16327306,2017-07-11T04:22:27.683Z,"9km SE of Soldotna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-07-11T04:11:26.260Z,37.4970016,-118.8766632,2.06,1.84,md,28,114,0.1003,0.06,nc,nc72833791,2017-07-11T06:46:04.120Z,"18km SSE of Mammoth Lakes, California",earthquake,0.25,0.92,0.19,23,automatic,nc,nc
2017-07-11T04:03:55.731Z,65.4927,-166.8945,30.4,2.9,ml,,,,0.82,ak,ak16327279,2017-07-11T15:42:23.603Z,"93km SSW of Shishmaref, Alaska",earthquake,,6,,,reviewed,ak,ak
2017-07-11T04:00:56.170Z,37.5136681,-118.8151703,0.35,1.9,md,18,196,0.07703,0.06,nc,nc72833776,2017-07-11T05:53:03.014Z,"20km SE of Mammoth Lakes, California",earthquake,0.45,1.64,0.13,17,automatic,nc,nc
2017-07-11T03:43:43.180Z,36.5341667,-117.9671667,11.68,1.1,ml,19,163,0.1332,0.18,ci,ci37699495,2017-07-12T18:32:05.261Z,"11km ESE of Lone Pine, CA",earthquake,0.42,0.85,0.17,8,reviewed,ci,ci
2017-07-11T03:40:48.135Z,38.7167,-119.6424,5.1,1,ml,8,77.76,0.266,0.1622,nn,nn00595432,2017-07-12T02:38:12.273Z,"20km SSE of Gardnerville Ranchos, Nevada",earthquake,,4.5,0.53,4,reviewed,nn,nn
2017-07-11T03:40:15.760Z,39.248333,-122.7321701,9.93,1.71,md,4,169,0.1183,0,nc,nc72833766,2017-07-11T05:27:02.966Z,"17km NE of Nice, California",earthquake,0.66,1.62,0.06,3,automatic,nc,nc
2017-07-11T03:36:50.000Z,46.881,-121.6483333,7.11,1,ml,11,231,0.0585,0.15,uw,uw61281057,2017-07-12T04:59:22.940Z,"30km N of Packwood, Washington",earthquake,0.62,0.5,0.082,7,reviewed,uw,uw
2017-07-11T03:36:42.930Z,48.5716667,-119.6238333,0.15,1.97,ml,13,130,0.5954,0.48,uw,uw61281062,2017-07-12T04:56:44.170Z,"19km NNW of Omak, Washington",earthquake,1.15,2.43,0.132,11,reviewed,uw,uw
2017-07-11T03:18:46.064Z,62.5931,-149.6451,57.3,1.4,ml,,,,0.31,ak,ak16327268,2017-07-11T03:23:50.328Z,"38km NE of Talkeetna, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-07-11T03:18:19.540Z,35.7896,-1.6796,10,4.9,mb,,57,1.874,0.88,us,us100098pt,2017-07-13T03:09:40.727Z,"60km NNW of Beni Saf, Algeria",earthquake,4.8,1.8,0.04,193,reviewed,us,us
2017-07-11T03:11:55.420Z,37.6010017,-118.9356689,0.62,1.42,md,15,172,0.01962,0.04,nc,nc72833726,2017-07-11T03:26:02.655Z,"6km SSE of Mammoth Lakes, California",earthquake,0.45,0.61,0.19,14,automatic,nc,nc
2017-07-11T03:03:57.400Z,46.8966667,-112.5281667,11.1,2.43,ml,24,110,0.179,0.18,mb,mb80229459,2017-07-11T03:24:31.220Z,"13km ESE of Lincoln, Montana",earthquake,0.39,0.65,0.232,11,reviewed,mb,mb
