time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-07-10T07:25:23.160Z,32.3953333,-116.3503333,17.73,1.06,ml,15,115,0.2716,0.2,ci,ci37698407,2017-07-10T23:30:17.194Z,"26km SSE of Campo, CA",earthquake,0.4,1.45,0.103,11,reviewed,ci,ci
2017-07-10T07:18:24.421Z,63.3161,-145.1531,1.1,1.7,ml,,,,0.83,ak,ak16321069,2017-07-10T07:23:21.969Z,"62km S of Deltana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-10T07:16:20.410Z,35.2581667,-84.4766667,15.34,1.9,md,12,93,0.06996,0.13,se,se60040608,2017-07-10T12:14:32.960Z,"8km SSE of Etowah, Tennessee",earthquake,0.56,0.59,0.148,7,reviewed,se,se
2017-07-10T07:15:22.100Z,33.5063333,-116.7945,4.53,1.11,ml,46,30,0.07585,0.16,ci,ci37698399,2017-07-10T23:29:31.876Z,"10km NE of Aguanga, CA",earthquake,0.16,0.39,0.14,26,reviewed,ci,ci
2017-07-10T07:07:15.880Z,37.3821667,-114.0403333,7.48,1.92,ml,13,68,0.2493,0.19,uu,uu60214022,2017-07-11T16:23:58.604Z,"36km SW of Enterprise, Utah",earthquake,0.61,0.88,0.085,4,reviewed,uu,uu
2017-07-10T07:03:19.660Z,34.0395,-117.232,14.58,0.97,ml,38,104,0.1277,0.24,ci,ci37698383,2017-07-10T23:29:53.477Z,"3km ESE of Loma Linda, CA",earthquake,0.43,0.67,0.159,28,reviewed,ci,ci
2017-07-10T06:58:34.250Z,37.5685005,-118.80867,8.81,1.32,md,19,140,0.06633,0.02,nc,nc72833091,2017-07-10T07:57:03.977Z,"16km ESE of Mammoth Lakes, California",earthquake,0.33,0.78,0.12,13,automatic,nc,nc
2017-07-10T06:58:05.720Z,46.1835,-119.7008333,5.93,0.99,ml,9,149,0.03062,0.1,uw,uw61280827,2017-07-10T16:18:09.860Z,"5km ESE of Prosser, Washington",earthquake,0.63,0.22,0.239,9,reviewed,uw,uw
2017-07-10T06:54:50.986Z,60.2287,-145.895,14.5,1.6,ml,,,,0.5,ak,ak16321063,2017-07-10T06:59:43.387Z,"35km SSW of Cordova, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-10T06:50:27.725Z,68.7295,-144.0959,1.8,2.3,ml,,,,0.88,ak,ak16321060,2017-07-10T06:56:21.835Z,"89km NE of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-10T06:46:21.055Z,60.0531,-148.4135,19.3,2.5,ml,,,,0.75,ak,ak16321053,2017-07-10T19:27:24.869Z,"55km ESE of Bear Creek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-07-10T06:43:44.950Z,37.5185013,-118.8174973,1.61,2.65,md,32,115,0.07199,0.04,nc,nc72833076,2017-07-10T11:19:27.097Z,"19km SE of Mammoth Lakes, California",earthquake,0.29,1.04,0.16,31,automatic,nc,nc
2017-07-10T06:43:37.260Z,18.8121,-64.355,31,2.5,md,3,339,1.0559,0.13,pr,pr2017191000,2017-07-10T08:29:47.150Z,"51km NNE of Road Town, British Virgin Islands",earthquake,4.52,9.65,0.02,3,reviewed,pr,pr
2017-07-10T06:34:58.895Z,58.7786,-153.1604,53.6,1.7,ml,,,,0.5,ak,ak16321047,2017-07-10T06:48:07.620Z,"117km NNW of Kodiak Station, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-07-10T06:34:42.443Z,59.8469,-136.7344,0.1,1.6,ml,,,,0.76,ak,ak16321046,2017-07-10T06:42:45.179Z,"91km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-10T06:26:17.266Z,59.9776,-140.5935,7.8,1.3,ml,,,,0.51,ak,ak16321044,2017-07-10T06:30:09.878Z,"68km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-10T06:23:43.142Z,51.6213,-178.4034,13.1,1.6,ml,,,,0.49,ak,ak16321043,2017-07-10T07:23:21.515Z,"34km SSW of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-07-10T06:15:43.798Z,38.3391,-118.9289,5.6,1,ml,10,135.62,0.3,0.1504,nn,nn00595208,2017-07-11T16:23:33.320Z,"28km ENE of Bridgeport, California",earthquake,,2.7,0.23,5,reviewed,nn,nn
2017-07-10T06:15:13.180Z,48.5525,-122.6015,18.53,1.99,ml,18,91,0.1001,0.24,uw,uw61280812,2017-07-10T16:14:31.970Z,"4km N of Anacortes, Washington",earthquake,0.48,0.87,0.151,14,reviewed,uw,uw
2017-07-10T06:10:57.734Z,68.7796,-144.4155,0,3.1,ml,,,,0.9,ak,ak16321036,2017-07-10T06:20:56.886Z,"86km NNE of Arctic Village, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-07-10T06:02:32.446Z,64.3542,-149.6438,1.1,1.1,ml,,,,0.67,ak,ak16321018,2017-07-10T06:06:30.955Z,"35km SW of North Nenana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-10T06:02:09.977Z,68.8971,-144.0315,6,3.4,ml,,,,0.74,ak,ak16321019,2017-07-10T07:15:28.376Z,"105km NE of Arctic Village, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-07-10T05:52:44.510Z,36.3583333,-92.9956667,5.24,1.4,md,5,175,0.01729,0.03,nm,nm60040613,2017-07-10T12:17:54.500Z,"17km NE of Harrison, Arkansas",earthquake,1.41,0.62,0.194,5,reviewed,nm,nm
2017-07-10T05:35:03.190Z,37.5333328,-118.8291702,-0.19,0.96,md,11,199,0.0566,0.03,nc,nc72833026,2017-07-10T05:41:02.683Z,"17km SE of Mammoth Lakes, California",earthquake,0.64,5.58,0.16,11,automatic,nc,nc
2017-07-10T05:24:28.750Z,37.5113335,-118.8981705,0.95,1.91,md,13,206,0.09583,0.07,nc,nc72833011,2017-07-10T07:14:01.878Z,"16km SSE of Mammoth Lakes, California",earthquake,0.48,4.57,0.18,13,automatic,nc,nc
2017-07-10T05:24:14.210Z,37.5091667,-118.899498,-0.25,2.12,md,17,208,0.09821,0.05,nc,nc72833006,2017-07-10T06:47:02.828Z,"16km SSE of Mammoth Lakes, California",earthquake,0.47,8.42,0.48,15,automatic,nc,nc
2017-07-10T05:08:57.840Z,36.6675,-98.4015,5,2.7,mb_lg,,73,0.205,0.34,us,us100098ha,2017-07-10T13:28:30.524Z,"10km SSW of Cherokee, Oklahoma",earthquake,0.9,2,0.059,75,reviewed,us,us
2017-07-10T05:06:08.240Z,46.8377,-112.5632,14.71,2.1,ml,,61,0.087,0.18,us,us100098jx,2017-07-10T15:59:48.040Z,"15km SE of Lincoln, Montana",earthquake,1.2,2.7,0.115,10,reviewed,us,us
2017-07-10T05:03:42.550Z,37.507,-118.9029999,-0.6,1.35,md,12,224,0.1016,0.04,nc,nc72832981,2017-07-10T05:49:02.703Z,"16km SSE of Mammoth Lakes, California",earthquake,0.58,6.86,0.11,10,automatic,nc,nc
2017-07-10T04:56:23.294Z,38.3822,-118.9047,7.7,1.2,ml,20,56.54,0.132,0.1892,nn,nn00595199,2017-07-11T02:35:22.761Z,"29km WSW of Hawthorne, Nevada",earthquake,,3,0.34,9,reviewed,nn,nn
2017-07-10T04:31:08.811Z,59.7384,-153.1423,105.5,4.3,ml,,,,0.49,ak,ak16319100,2017-07-10T15:04:11.040Z,"73km W of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-07-10T04:23:23.480Z,35.9961662,-120.5625,3.62,1.11,md,21,77,0.02481,0.07,nc,nc72832946,2017-07-10T05:23:02.576Z,"24km SW of Coalinga, California",earthquake,0.3,0.5,0.21,10,automatic,nc,nc
2017-07-10T04:22:32.170Z,41.9318333,-112.5351667,-3.05,1.45,ml,16,133,0.1571,0.13,uu,uu60213862,2017-07-10T18:28:45.430Z,"37km NW of Garland, Utah",earthquake,0.35,2.7,0.079,3,reviewed,uu,uu
2017-07-10T04:20:41.886Z,37.1035,-117.0705,8.9,1,ml,21,91.69,0.127,0.1822,nn,nn00595197,2017-07-11T16:21:41.291Z,"35km NW of Beatty, Nevada",earthquake,,2.2,0.39,11,reviewed,nn,nn
2017-07-10T04:16:12.230Z,49.0028333,-122.414,8.81,1.43,ml,6,321,0.4034,0.14,uw,uw61280772,2017-07-10T17:29:48.530Z,"6km NNE of Lynden, Washington",earthquake,1.89,13.39,0.156,5,reviewed,uw,uw
2017-07-10T04:09:22.470Z,38.8064995,-122.8099976,1.69,1.12,md,19,58,0.01157,0.03,nc,nc72832936,2017-07-10T04:54:01.514Z,"5km NW of The Geysers, California",earthquake,0.22,0.4,0.26,5,automatic,nc,nc
2017-07-10T04:05:05.490Z,34.4183333,-118.386,8.69,1.31,ml,30,65,0.04544,0.21,ci,ci37698271,2017-07-10T23:29:43.218Z,"10km SSW of Agua Dulce, CA",earthquake,0.28,0.98,0.171,28,reviewed,ci,ci
2017-07-10T04:00:54.510Z,32.5841667,-115.7086667,7.62,1.41,ml,22,140,0.06668,0.25,ci,ci37698263,2017-07-11T16:40:13.238Z,"12km W of Progreso, B.C., MX",earthquake,0.48,0.58,0.233,15,reviewed,ci,ci
2017-07-10T04:00:41.130Z,-35.7944,-73.4024,16.58,4.4,mb,,151,0.966,1.24,us,us100098h4,2017-07-10T05:33:08.662Z,"99km NNW of Tome, Chile",earthquake,5.7,4.5,0.13,17,reviewed,us,us
2017-07-10T03:59:35.840Z,46.8873,-112.5599,17.3,3,ml,,103,0.05,0.66,us,us100098h6,2017-07-10T05:20:52.040Z,"11km SE of Lincoln, Montana",earthquake,2.7,5,0.053,46,reviewed,us,us
2017-07-10T03:59:30.250Z,38.8224983,-122.7648315,1.93,1.32,md,13,84,0.008896,0.03,nc,nc72832921,2017-07-10T04:29:02.457Z,"3km W of Cobb, California",earthquake,0.26,0.52,0.13,3,automatic,nc,nc
2017-07-10T03:51:02.280Z,37.6213333,-119.0608333,-0.2,1.25,md,10,185,0.02356,0.03,nc,nc72832911,2017-07-12T01:11:02.042Z,"8km WSW of Mammoth Lakes, California",earthquake,0.28,0.75,0.387,8,reviewed,nc,nc
2017-07-10T03:37:37.740Z,48.8273333,-121.8155,-0.83,1.45,ml,5,271,0.07131,0.61,uw,uw61280762,2017-07-10T17:15:46.810Z,"27km ESE of Peaceful Valley, Washington",earthquake,15.5,8.82,0.216,5,reviewed,uw,uw
2017-07-10T03:36:14.080Z,46.9021,-112.5201,14.52,2.3,ml,,109,0.018,0.41,us,us100098h3,2017-07-10T05:24:53.040Z,"13km ESE of Lincoln, Montana",earthquake,2.4,2.4,0.077,22,reviewed,us,us
2017-07-10T03:23:03.340Z,-5.0606,151.2872,97.64,4.6,mb,,110,5.948,0.83,us,us100098gu,2017-07-10T05:13:12.040Z,"133km SW of Kokopo, Papua New Guinea",earthquake,11.9,8.4,0.103,28,reviewed,us,us
2017-07-10T03:18:49.371Z,62.9166,-151.2064,118.6,1.5,ml,,,,0.46,ak,ak16319091,2017-07-10T03:25:49.618Z,"86km NW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-07-10T03:10:34.340Z,48.6121667,-119.6888333,-0.96,1.32,ml,7,183,0.6301,0.24,uw,uw61280757,2017-07-10T17:37:34.290Z,"21km WSW of Tonasket, Washington",earthquake,1.42,1.88,0.141,5,reviewed,uw,uw
2017-07-10T03:03:38.530Z,46.8787,-112.524,14.99,2.2,ml,,88,0.038,0.25,us,us100098jt,2017-07-12T21:47:12.040Z,"14km SE of Lincoln, Montana",earthquake,1.5,1.5,0.148,6,reviewed,us,us
2017-07-10T02:58:51.400Z,-4.3146,129.7521,66.6,5.2,mb,,46,2.851,0.66,us,us100098gm,2017-07-10T03:17:18.040Z,"142km SE of Amahai, Indonesia",earthquake,7.7,6.9,0.049,135,reviewed,us,us
2017-07-10T02:51:24.892Z,61.5775,-148.3722,22.4,1.5,ml,,,,0.3,ak,ak16318154,2017-07-10T02:54:50.314Z,"30km E of Lazy Mountain, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-10T02:48:20.970Z,47.1027,-113.1626,9.59,2.7,ml,,73,0.119,0.57,us,us100098gv,2017-07-10T05:16:54.040Z,"25km ESE of Seeley Lake, Montana",earthquake,1.7,7.7,0.059,38,reviewed,us,us
2017-07-10T02:28:10.150Z,46.1523333,-123.1143333,23.96,1.1,ml,12,111,0.04803,0.11,uw,uw61280742,2017-07-10T17:01:11.110Z,"9km W of West Longview, Washington",earthquake,0.67,0.48,0.136,9,reviewed,uw,uw
2017-07-10T02:25:49.780Z,46.1555,-123.112,23.66,1.52,ml,19,83,0.05,0.15,uw,uw61280737,2017-07-10T16:55:56.750Z,"8km W of West Longview, Washington",earthquake,0.58,0.49,0.136,17,reviewed,uw,uw
2017-07-10T02:16:27.110Z,-23.4064,179.4172,563.62,4.7,mb,,115,10.829,0.95,us,us100098gh,2017-07-10T02:31:34.040Z,"South of the Fiji Islands",earthquake,13.3,6.4,0.099,31,reviewed,us,us
2017-07-10T02:12:26.690Z,37.6015015,-119.007164,1.19,1.09,md,10,184,0.01273,0.03,nc,nc72832801,2017-07-10T02:19:02.339Z,"6km SSW of Mammoth Lakes, California",earthquake,0.57,0.84,0.18,9,automatic,nc,nc
2017-07-10T01:52:35.420Z,46.8892,-112.53,11.73,2.3,ml,,97,0.032,0.2,us,us100098gz,2017-07-10T15:17:49.040Z,"13km ESE of Lincoln, Montana",earthquake,2.2,4.1,0.085,18,reviewed,us,us
2017-07-10T01:44:12.770Z,40.62,-123.2913333,34.83,3.74,mw,69,31,0.06756,0.16,nc,nc72832766,2017-07-11T07:46:54.545Z,"12km NW of Hayfork, California",earthquake,0.24,0.48,,5,reviewed,nc,nc
2017-07-10T01:41:49.130Z,10.989,124.7716,12.66,5.9,mww,,51,3.975,0.88,us,us100098gc,2017-07-10T20:32:20.040Z,"6km WNW of San Pedro, Philippines",earthquake,8.1,4.1,,,reviewed,us,us
2017-07-10T01:34:29.730Z,36.5625,-89.6033333,9.61,1.61,md,24,41,0.0187,0.05,nm,nm60174367,2017-07-10T12:36:30.040Z,"3km SSE of Lilbourn, Missouri",earthquake,0.24,0.56,0.071,12,reviewed,nm,nm
2017-07-10T01:33:18.630Z,5.2332,-82.816,10,4.6,mb,,154,3.318,0.96,us,us100098ga,2017-07-10T02:48:43.040Z,"South of Panama",earthquake,8.5,1.9,0.051,114,reviewed,us,us
2017-07-10T01:18:54.129Z,61.9135,-147.6722,13.8,2.1,ml,,,,0.74,ak,ak16317211,2017-07-10T05:33:58.837Z,"63km ENE of Sutton-Alpine, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-07-10T01:13:42.350Z,36.1144,-98.7155,6.04,2.5,mb_lg,,73,0.325,0.23,us,us100098g5,2017-07-10T01:28:11.040Z,"23km ENE of Taloga, Oklahoma",earthquake,1.3,3.7,0.081,41,reviewed,us,us
2017-07-10T01:13:11.770Z,46.9161,-112.5474,12.75,2.6,ml,,127,0.034,0.34,us,us100098h1,2017-07-10T18:37:14.040Z,"11km ESE of Lincoln, Montana",earthquake,2.4,4,0.074,24,reviewed,us,us
2017-07-10T00:53:17.669Z,59.9636,-152.3271,72.6,1.2,ml,,,,0.3,ak,ak16317209,2017-07-10T06:45:56.447Z,"34km NW of Anchor Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-07-10T00:52:47.540Z,44.7541667,-111.0118333,6.8,1.45,ml,14,89,0.006557,0.21,uu,uu60213747,2017-07-10T17:42:53.860Z,"12km NE of West Yellowstone, Montana",earthquake,0.48,1.01,0.182,3,reviewed,uu,uu
2017-07-10T00:21:51.790Z,33.8165,-117.621,4.32,1.11,ml,27,55,0.02337,0.21,ci,ci37698167,2017-07-11T16:29:58.529Z,"8km SW of Corona, CA",earthquake,0.29,0.48,0.077,15,reviewed,ci,ci
2017-07-10T00:00:49.780Z,19.1746667,-155.6083333,6.827,2.25,ml,38,69,0.07134,0.22,hv,hv61828831,2017-07-10T23:41:08.880Z,"13km WSW of Pahala, Hawaii",earthquake,0.4,1.87,0.108,11,reviewed,hv,hv
2017-07-09T23:59:47.481Z,67.4918,-149.6899,0,2,ml,,,,0.75,ak,ak16316288,2017-07-10T00:07:19.014Z,"33km NE of Coldfoot, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-09T23:56:36.968Z,67.4919,-149.6915,0,2.6,ml,,,,0.72,ak,ak16316283,2017-07-10T04:04:30.040Z,"33km NE of Coldfoot, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-09T23:53:26.456Z,61.6663,-146.4835,29.2,1.1,ml,,,,0.54,ak,ak16316281,2017-07-09T23:59:05.922Z,"60km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-09T23:35:06.422Z,36.7324,-115.8983,6.1,2.9,ml,37,33.85,0.165,0.2048,nn,nn00595188,2017-07-11T16:56:41.841Z,"58km N of Pahrump, Nevada",earthquake,,1.2,0.39,18,reviewed,nn,nn
2017-07-09T23:19:49.680Z,18.8446,-67.2361,20,2.35,md,4,326,0.3973,0.23,pr,pr2017190007,2017-07-10T04:56:04.258Z,"41km NNW of San Antonio, Puerto Rico",earthquake,1.83,17.3,0.03,3,reviewed,pr,pr
2017-07-09T23:19:06.510Z,35.032,-117.687,-0.82,1.67,ml,41,40,0.09768,0.17,ci,ci37698119,2017-07-11T15:43:41.213Z,"5km NW of Boron, CA",quarry blast,0.29,31.61,0.13,22,reviewed,ci,ci
2017-07-09T23:00:40.210Z,36.9851685,-121.6520004,4.37,1.59,md,17,68,0.05833,0.2,nc,nc72832691,2017-07-09T23:31:01.921Z,"7km WSW of Gilroy, California",earthquake,0.57,1.18,0.23,15,automatic,nc,nc
2017-07-09T22:38:36.510Z,32.9281667,-115.8476667,7.85,1.13,ml,29,38,0.03301,0.2,ci,ci37698111,2017-07-11T15:39:05.913Z,"24km WSW of Westmorland, CA",earthquake,0.23,0.42,0.149,12,reviewed,ci,ci
2017-07-09T22:09:00.820Z,19.276,-155.463,8.034,1.73,md,44,58,0.04371,0.15,hv,hv61828751,2017-07-10T21:31:20.760Z,"8km NNE of Pahala, Hawaii",earthquake,0.37,0.69,0.119,14,reviewed,hv,hv
2017-07-09T22:08:43.000Z,38.8511667,-121.5983333,7.02,1.69,md,10,125,0.2603,0.09,nc,nc72832666,2017-07-13T03:23:02.018Z,"19km S of Plumas Lake, California",earthquake,0.32,3.02,0.205,13,reviewed,nc,nc
2017-07-09T22:06:39.828Z,66.1774,-149.14,1.8,1,ml,,,,0.73,ak,ak16315364,2017-07-09T22:12:54.747Z,"128km SSE of Coldfoot, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-09T21:58:43.220Z,19.903,-64.268,46,3.7,md,19,256,1.8907,0.38,pr,pr2017190006,2017-07-09T23:41:34.854Z,"176km NNE of Road Town, British Virgin Islands",earthquake,3.95,25.25,0.25,17,reviewed,pr,pr
2017-07-09T21:30:38.310Z,44.7813333,-111.0168333,7.53,1.3,ml,12,145,0.02328,0.2,uu,uu60213722,2017-07-10T19:46:46.990Z,"14km NNE of West Yellowstone, Montana",earthquake,0.71,1.22,0.34,2,reviewed,uu,uu
2017-07-09T21:29:33.810Z,36.4694,-98.2961,5,2.2,mb_lg,,62,0.254,0.7,us,us100098fa,2017-07-09T21:43:31.040Z,"8km SSW of Helena, Oklahoma",earthquake,1.2,2,0.109,22,reviewed,us,us
2017-07-09T21:29:11.903Z,64.3009,-149.8454,8,1.2,ml,,,,0.76,ak,ak16314452,2017-07-09T21:43:38.922Z,"46km SW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-09T21:19:17.780Z,-23.2832,-66.6927,269.38,4.3,ml,,219,1.407,0.86,us,us100098f8,2017-07-09T21:34:57.040Z,"102km W of El Aguilar, Argentina",earthquake,13.1,12,,,reviewed,us,guc
2017-07-09T21:11:32.120Z,38.8061676,-122.8098297,1.32,1.45,md,16,66,0.01149,0.04,nc,nc72832646,2017-07-09T21:47:02.658Z,"5km NW of The Geysers, California",earthquake,0.22,0.33,0.08,6,automatic,nc,nc
2017-07-09T21:00:12.110Z,39.0143318,-122.5914993,-0.77,2.06,md,7,115,0.08593,0.3,nc,nc72832641,2017-07-09T21:34:36.986Z,"6km NNE of Clearlake, California",earthquake,1.08,6.57,0.11,6,automatic,nc,nc
2017-07-09T20:38:16.080Z,44.2961667,-114.097,5,2.36,ml,14,94,0.768,0.16,mb,mb80228514,2017-07-10T03:17:56.730Z,"25km SSE of Challis, Idaho",earthquake,0.76,31.61,0.183,12,reviewed,mb,mb
2017-07-09T20:19:40.032Z,38.3493,-118.9273,7.8,1,ml,20,53.91,0.167,0.1577,nn,nn00595166,2017-07-11T16:52:19.534Z,"28km ENE of Bridgeport, California",earthquake,,1.6,0.15,7,reviewed,nn,nn
2017-07-09T20:14:32.925Z,61.9048,-149.3258,2.1,1.7,ml,,,,0.7,ak,ak16313533,2017-07-09T20:20:52.329Z,"18km NNW of Fishhook, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-09T20:09:39.130Z,28.9221,139.4628,421.45,4.6,mb,,65,3.016,0.69,us,us100098f4,2017-07-09T21:06:26.040Z,"Bonin Islands, Japan region",earthquake,9.9,6.4,0.036,226,reviewed,us,us
2017-07-09T19:51:24.507Z,38.347,-118.9231,7.1,1.7,ml,23,53.91,0.166,0.1635,nn,nn00595163,2017-07-11T16:51:57.980Z,"28km ENE of Bridgeport, California",earthquake,,1.3,0.32,9,reviewed,nn,nn
2017-07-09T19:43:19.841Z,67.489,-149.4424,0,1.3,ml,,,,0.72,ak,ak16313526,2017-07-09T19:55:16.480Z,"41km NE of Coldfoot, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-09T19:39:03.045Z,62.1147,-149.9699,47.2,1.2,ml,,,,0.31,ak,ak16313524,2017-07-09T19:43:13.359Z,"8km SW of Y, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-07-09T19:35:23.982Z,61.2742,-147.3172,9.7,2.2,ml,,,,0.75,ak,ak16313515,2017-07-09T23:46:57.298Z,"54km WNW of Valdez, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-07-09T18:56:13.720Z,-41.1612,175.0922,8.97,4,mwr,,55,0.28,0.6,us,us100098ed,2017-07-11T11:14:58.828Z,"4km SE of Upper Hutt, New Zealand",earthquake,1.4,5.5,0.071,19,reviewed,us,us
2017-07-09T18:45:35.010Z,33.0295,-116.4313333,6.31,1.13,ml,49,56,0.1373,0.17,ci,ci37697959,2017-07-11T15:28:40.680Z,"17km ESE of Julian, CA",earthquake,0.18,0.63,0.138,28,reviewed,ci,ci
2017-07-09T18:45:18.060Z,-23.9544,-67.0862,193.32,4.3,mb,,92,1.415,1.19,us,us100098ee,2017-07-09T19:23:04.040Z,"83km WNW of San Antonio de los Cobres, Argentina",earthquake,12,13.6,0.187,8,reviewed,us,us
2017-07-09T18:24:38.020Z,38.774334,-122.7220001,1.72,0.95,md,10,95,0.003871,0.03,nc,nc72832556,2017-07-09T18:33:04.184Z,"3km E of The Geysers, California",earthquake,0.35,0.47,0.06,5,automatic,nc,nc
2017-07-09T18:09:15.960Z,38.7868347,-122.7628326,0.87,1.12,md,14,73,0.01625,0.03,nc,nc72832546,2017-07-09T20:41:03.496Z,"1km NNW of The Geysers, California",earthquake,0.25,0.51,0.1,7,automatic,nc,nc
2017-07-09T18:08:08.838Z,60.9994,-152.2484,9.5,1.1,ml,,,,0.14,ak,ak16312606,2017-07-09T18:12:33.823Z,"62km NW of Nikiski, Alaska",earthquake,,2.8,,,automatic,ak,ak
2017-07-09T17:57:44.979Z,38.3509,-118.9194,9,1.8,ml,24,54.23,0.161,0.1935,nn,nn00595159,2017-07-13T03:09:04.981Z,"29km ENE of Bridgeport, California",earthquake,,2.4,0.32,9,reviewed,nn,nn
2017-07-09T17:26:26.600Z,32.5228333,-115.6256667,10.03,1.97,ml,25,98,0.1521,0.19,ci,ci37697927,2017-07-11T15:13:29.933Z,"8km SSW of Progreso, B.C., MX",earthquake,0.27,0.79,0.188,27,reviewed,ci,ci
2017-07-09T17:25:37.460Z,37.6281667,-118.8531667,3.04,1.17,md,18,88,0.01201,0.04,nc,nc72832521,2017-07-11T23:03:03.836Z,"10km ESE of Mammoth Lakes, California",earthquake,0.54,0.61,0.191,16,reviewed,nc,nc
2017-07-09T17:15:04.100Z,37.5003319,-118.958168,-2.45,1.49,md,16,228,0.1166,0.05,nc,nc72832496,2017-07-09T19:20:03.308Z,"16km S of Mammoth Lakes, California",earthquake,0.67,8.1,0.11,13,automatic,nc,nc
2017-07-09T17:10:30.050Z,34.1665,-116.4453333,3.13,1.3,ml,47,32,0.04457,0.17,ci,ci37697903,2017-07-11T15:09:27.850Z,"6km NNW of Yucca Valley, CA",earthquake,0.18,0.48,0.133,31,reviewed,ci,ci
2017-07-09T17:02:13.850Z,31.232,131.0865,57.31,4.5,mb,,121,0.608,0.84,us,us100098e8,2017-07-09T17:23:32.040Z,"26km S of Shibushi, Japan",earthquake,3.8,7.3,0.172,10,reviewed,us,us
2017-07-09T16:45:54.166Z,54.5252,-160.9117,4.9,2.6,ml,,,,0.74,ak,ak16311705,2017-07-09T20:13:30.121Z,"91km WSW of Chernabura Island, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2017-07-09T16:45:10.808Z,59.7681,-136.709,0,2,ml,,,,0.63,ak,ak16311703,2017-07-09T16:48:08.700Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-09T16:35:21.550Z,33.2788333,-116.7895,12.56,1.79,ml,83,37,0.0499,0.18,ci,ci37697855,2017-07-11T15:04:38.860Z,"5km NNW of Lake Henshaw, CA",earthquake,0.14,0.39,0.137,61,reviewed,ci,ci
2017-07-09T16:22:17.993Z,59.7247,-151.7325,48.8,2,ml,,,,0.73,ak,ak16311698,2017-07-09T16:34:56.062Z,"8km SE of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-07-09T16:19:35.050Z,48.5856667,-119.6411667,-0.57,1.59,ml,9,137,0.6075,0.3,uw,uw61280637,2017-07-10T18:32:18.650Z,"19km SW of Tonasket, Washington",earthquake,1.29,2.44,0.144,7,reviewed,uw,uw
2017-07-09T16:14:33.270Z,32.6158333,-117.0803333,12.17,1.02,ml,10,188,0.1076,0.08,ci,ci37697839,2017-07-10T23:30:05.728Z,"3km WSW of Chula Vista, CA",earthquake,0.37,0.7,0.159,9,reviewed,ci,ci
2017-07-09T16:14:08.348Z,61.5832,-147.0844,20,1.3,ml,,,,0.93,ak,ak16311695,2017-07-09T16:24:53.038Z,"63km NW of Valdez, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-09T16:08:11.460Z,48.6015,-119.5598333,-0.95,2.22,ml,15,111,0.6331,0.26,uw,uw61280632,2017-07-10T18:28:09.210Z,"14km SW of Tonasket, Washington",earthquake,0.78,1.35,0.185,12,reviewed,uw,uw
2017-07-09T16:03:42.560Z,48.5808333,-119.5625,3.82,2.89,ml,22,103,0.6125,0.24,uw,uw61280627,2017-07-11T19:33:07.656Z,"16km SW of Tonasket, Washington",earthquake,0.49,0.86,0.138,12,reviewed,uw,uw
2017-07-09T16:02:31.508Z,61.4939,-140.7522,0,1,ml,,,,0.75,ak,ak16311693,2017-07-09T16:08:59.563Z,"183km NNE of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-09T15:55:26.070Z,37.5411682,-118.8284988,1.58,2.28,md,32,141,0.04878,0.06,nc,nc72832391,2017-07-09T16:50:02.965Z,"17km SE of Mammoth Lakes, California",earthquake,0.27,0.75,0.2,30,automatic,nc,nc
